Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
CR FARM PRODUCTS,https://crfarmproducts.com/,,l.vega@crfarmproducts.com,"Fundada en el 2005, CR Farm da inicio a su trayectoria como exportadores, basada en su gran experiencia como agricultores de raíces y tubérculos, siendo constituida como una empresa familiar de 4 hermanos junto a sus padres, en su esfuerzo y trabajo en conjunto deciden dar un paso más allá e iniciar su trayectoria como exportadores con el fin de buscar un nuevo mercado a sus cosechas, así dan inicio con su primera exportación de jengibre y calabaza hacia USA, CR Farm ha evolucionado hasta convertirse en una de las mejores empresas de producción y exportación de productos agrícolas de Costa Rica, aun de propiedad y operación familiar, ofreciendo una línea más extensa de productos frescos a diferentes partes del mundo.",CRI,ALAJUELA,21002-MUELLE SAN CARLOS ALAJUELA CR,4D18,,
CRDOP CEBOLLA FUENTES DE EBRO,https://www.cebollafuentesdeebro.com,"Fresh Produce, Fresh vegetables",cebolla@fuentesdeebro.es,,ESP,Zaragoza,Fuentes de Ebro,7B11,P07,
CRDOP KAKI RIBERA DEL XÚQUER,https://www.kakifruit.com,"Fresh Produce, Fresh fruits",d.o.kaki@kakifruit.com,,ESP,Valencia,L'Alcudia,5E07,P05,
Crédito Agrícola,,,cstock@creditoagricola.pt,,PRT,,1099-004-Lisboa,8C10,,
CRÉDITO Y CAUCIÓN,https://www.creditoycaucion.es,"Auxiliary Industry, Services",ferias@creditoycaucion.es,"Crédito y Caución es la marca líder del seguro de crédito interior y a la exportación en España desde su fundación, en 1929. Con una cuota de mercado del 45%, lleva más de 90 años contribuyendo al crecimiento de las empresas, protegiéndolas de los riesgos de impago asociados a sus ventas a crédito de bienes y servicios. La marca Crédito y Caución está presente en España, Portugal y Brasil. En el resto del mundo operamos como Atradius. Somos un operador global del seguro de crédito presente en más de 50 países. Nuestra actividad consolida dentro de GCO.",ESP,Madrid,Madrid,8B21,P08,
CRICKET,https://www.campodelorca.com,"Fresh Produce, Fresh vegetables",bravo@campodelorca.com,,ESP,Murcia,Lorca,7D04,P07,
CRISARA,https://www.crisara.com,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",comunicacion@crisara.com,,ESP,Almería,Chirivel,8A08A,P08,
CSIC,www.csic.es,"Fresh Produce, Fresh fruits",r.morera@csic.es,,ESP,Madrid,Madrid,5A11,P05,
CSO ITALY,https://www.csoservizi.com,"Fresh Produce, Organisms and associations",bianca.bonifacio@csoservizi.com,,ITA,,44124 Ferrara,8C14,P08,
CULTIFORT,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",ana@cultifort.com,,ESP,Alicante,Pego,3E20,P03,
CULTIPLY,,,juancarloscrespo@cultiply.es,,ESP,Sevilla,San José de la Rinconada,1B07A,P01,
CULTIVAR,https://www.cultivar.net,"Fresh Produce, Fresh fruits, Fresh vegetables",sandra.sitjar@cultivar.net,,ESP,Barcelona,Barcelona,10D01,P10,
CULTURE POM,https://www.culturepom.com,"Fresh Produce, Fresh vegetables",isaline@culturepom.com,,FRA,,51230 Corroy,6B02A,P06,
"CUNA DE PLATERO,S.C.A",https://www.cunadeplatero.com,"Fresh Produce, Fresh fruits",,,ESP,Huelva,Moguer,9D06,P09,
D A Richardson Ltd,https://jersey-royals.com,,doug@richardsons.je,,GBR,,Jersey,8B17,,
DAIFRESSH,https://www.daifressh.com,"Fresh Produce, Fresh fruits",,,ESP,Valencia,Sagunto,8C13,P08,
DAILYORANGE SL,https://www.dailyorange.es,"Fresh Produce, Fresh fruits",juan@dailyorange.es,,ESP,Valencia,Paterna,3E19D,P03,
DAIN INC,,"Auxiliary Industry, Preharvest",choigang8409@gmail.com,,KOR,,36815-Yecheon-Gun,8E27A,P08,
DAKAHLIA AGRICULTURAL DEVELOPMENT,,"Fresh Produce, Fresh fruits, Fresh vegetables",sara.hatem@dakahlia.net,,EGY,,123456-Cairo,2B12,P02,
DALIA AGENCE DOUANES SERVICES,,,stephane@daliadouanes-services.fr,,FRA,,13014-MARSEILLE,6C01A,,
DALMONTE GUIDO E VITTORIO S.S.,,"Fresh Produce, Nurseries",pietro@dalmontevivai.com,,ITA,,00144-Roma,3B01B,P03,
DALTEX FOR AGRICULTURAL DEVELOPMENT,,"Fresh Produce, Fresh fruits, Fresh vegetables",hajer.magdy@daltexcorp.com,,EGY,,44431-Cairo,4B21,P04,
DAMIANO FORTUNATO,,,d.fortunato@lafortunagroup.com,,ITA,,84025-Eboli,8E17,,
DANMIX,https://www.danmix.es,"Auxiliary Industry, Postharvest",danmix@danmix.es,"Empresa dedicada a la importación y exportación de maquinara para la industria alimentaria en general; frutas y hortalizas, avícola, sector pesquero y maquinaria para la industria cárnica.",ESP,Barcelona,Cardedeu,3E25,P03,
DARYA NATURE FRUIT,https://www.daryanature.com,,subutay@daryanature.com,"DARYA NATURE, is fruit grower which produces on an area of 3280 decares at 1700 altitude in Niğde/Ulukışla locality in Turkey.
According to European standards, pure organic agriculture production of APPLE , CHERRY and SOUR CHERRY is conducted in our gardens witn BRC (version 7) , Global GAP and GQ Global Quality.
 
 
 ",TUR,,NİĞDE,2C03,,
DASA - Desarrollos Agroquímicos S.A:,https://www.dasaelfer.com/en,,natfabregat@dasaelfer.com,"At DASA, we have been dedicated for three generations to developing innovative solutions for plant nutrition and biostimulation. With over 80 years of experience, we have established ourselves as leaders in the sector, thanks to our unwavering commitment to quality, innovation, and customer satisfaction.
Our brand, elfer®, offers a wide range of products designed to meet the needs of modern agriculture, from fertilizers and agronutrients to biostimulants and correctors. All of these are developed in our own laboratory, where our team of experts works daily to create formulations that maximize efficiency and results in the field.
Quality is our priority. We hold ISO certifications that endorse the excellence of our manufacturing processes, which are subjected to rigorous quality and traceability controls. These certifications are renewed annually, ensuring that we maintain the highest standards at every stage of production.
Our presence in international markets and the trust placed in us by leading companies in the agricultural inputs sector are a testament to our commitment to excellence. We take pride in being the partner of choice for those seeking exclusive, high-value products for their crops.
At DASA, we believe in a sustainable future and in the importance of supporting farmers with solutions that truly make a difference. This is our commitment: to continue innovating and offering products that contribute to the development of a more efficient and environmentally-friendly agriculture.",ESP,Lérida,MENÀRGUENS,9F22,,
DASBEN SL,https://www.dasben.es,"Fresh Produce, Fresh fruits",alexandra@gggrup.com,,ESP,Lérida,Lleida,6D02A,P06,
DASHTRADE B.V.,,"Fresh Produce, Fresh fruits",d.blinov@dashtrade.net,,NLD,,3291CE-Strijen,10B05,P10,
Datalife (Foragro),,,filis.asparuhova@datalifeit.es,,ESP,Murcia,Murcia,1E07,,
DAUMAR,https://www.daumar.com,"Auxiliary Industry, Packaging and labelling",joropesa@daumar.com,,ESP,Barcelona,Vilassar de Dalt,9F29,P09,
DAVET,,,ademcy@gmail.com,,RWA,,00250-Madrid,4E25,,
DAYKA & HACKETT LLC.,,"Fresh Produce, Fresh fruits",tinah@daykahackett.com,,USA,,93654-Reedley,8A14,P08,
DB SCHENKER,,"Auxiliary Industry, Transport & logistics",rita.pessoa@dbschenker.com,,ESP,Barcelona,Barcelona,10F22,P10,
DCS TRAMACO Srl,https://www.tramaco.net,,tramaco@tramaco.net,,ITA,,48122 RAVENNA,8D12,,
DE SANGOSSE IBERICA,https://www.desangosseiberica.com,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",marketing@desangosseiberica.com,"De Sangosse Ibérica ofrece a todos sus clientes soluciones innovadoras y duraderas a nivel nutricional y de protección de cultivos. Elabora estrategias de control acompañadas de sus correspondientes herramientas para que el cliente tome siempre la decisión más acertada.
La experiencia y alto grado de especialización de nuestro equipo nos permite ofrecer el mejor asesoramiento a nuestros clientes. En un sector con una amplia regulación y un alto grado de adaptación constante, apostamos por la formación como base de nuestro asesoramiento, tanto para nuestro personal como para nuestros clientes, y así poder cosechar los mejores resultados.",ESP,Valencia,Quart de Poblet,9D29,P09,
DECCO IBÉRICA,https://www.deccoiberica.es,"Auxiliary Industry, Postharvest",jaume.santonja@upl-ltd.com,,ESP,Valencia,Paterna,3D21,P03,
DEGUSTA JAEN- DUPUTACION DE JAEN,https://www.dipujaen.es,"Fresh Produce, Organisms and associations",elena.romero@dipujaen.es,,ESP,Jaén,Jaén,9G18,P09,
DEILOR,https://www.deilor.com,"Fresh Produce, Fresh fruits",administracion@deilor.com,"Deilor es una cooperativa agrícola fundada en 1994 que desarrolla su actividad en el Valle del Guadalentín, en Murcia, España.",ESP,Murcia,Totana,7D10,P07,
DELANOI FRUCT SERVICE SRL,https://delanoi.ro/en/,,cosmin.dlnfruct@gmail.com,Logistic services for fruits and vegetables,ROU,Prahova,Ploiești,4A04,P04,
DELASSUS GROUP,https://www.delassus.com,"Fresh Produce, Fresh fruits",cdelof@fox-consult.com,,MAR,,20410 Oasis - Casablanca,2C10,P02,
DELFANTI SPA,,"Fresh Produce, Fresh vegetables",f.zanoni@delfanti.com,,ITA,,29010 Monticelli D'ongina (PC),3A03C,P03,
DELINDECSA SA,,,jazambrano@grupomanobanda.com,,ECU,,090501-GUAYAQUIL,4C06,,
DELTA SPAR ,http://deltasparpapargyriou.com/index.php?l=el,,t.papargyriou@gmail.com,"The company DELTA SPAR is located in KAVALA (Greece) in the fertile region of river NESTOS. It was founded by Mr Paprgyriou Anastasios on 2006 and it features a 2000m^2 space of packanging and refrigerator units.
The company is specialised in producing, selecting, packing and exporting Kiwi to all over the world and Asparagus to Western Europe.
Over all these years, our company's main objective is to offer our customers fresh, quality and certified products while having all the necessary certifications(GLOBAL G.A.P. -GRASP)",GRC,,64200-KAVALA,10B09,,
DeltaTrak,https://www.deltatrak.com,"Fresh Food Logisitcs, Temperature control systems for cold chain ttes,",jkrachenfels@deltratak.com,"Know where your shipment is now and when it will arrive. Know where it has been and the conditions that products have been exposed to inside the container or truck during transport.
DeltaTrak’s 35 years of experience has taken real-time monitoring to the next level, delivering cloud-based solutions to global supply chain stakeholders for making data driven decisions to continuously improve efficiency, profitability, minimize claims and reduce waste.
As a leading innovator, we provide cold chain management and temperature monitoring solutions that include web applications and hardware to collect and report data for end-to-end product traceability in compliance with HACCP, FSMA 204 and other local and global regulatory guidelines.
Our food safety and postharvest tools allow you to perform inspections and collect data to help maintain, protect, and manage quality, safety and shelf life of perishable food products during all phases of handling, from harvest, to production, processing, storage, shipping, handling, and distribution, as well as validation, qualification, research and development.
Our in-house Calibration Lab is ISO 17025 accredited and offers third-party certified calibration services to support compliance, traceability, validation, and quality assurance programs, as well as evidence for insurance claims pertaining to temperature abuse.
Any business that handles temperature-sensitive commodities will benefit from implementing FlashTrak and DeltaTrak’s various food safety and cold chain solutions.",USA,,94566 Pleasanton - California,4B01D,P04,
DEMAIN LA TERRE,www.demainlaterre.org,"Fresh Produce, Fresh fruits, Fresh vegetables",damien.sanchez@demainlaterre.org,,FRA,,31170 Tournefeouille - Occitaine,6A12,P06,
DEMPO,,"Innova&Tech, Smart Agro",djimenez@dempo.es,,ESP,Granada,Granada,1C07A,P01,
DEN OUDEN GROWSOLUTIONS,https://denoudengrowsolutions.com/,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",d.oosterbaan@denoudengroep.com,"GrowSolutions: Empowering growers worldwide
At GrowSolutions, part of family business Den Ouden, we are committed to a liveable environment for generations to come. We empower growers worldwide in fostering healthy, fertile soils and optimizing yields, ensuring an ample supply of nutritious food and creating an agricultural environment that can thrive for generations. 
Faced with challenges such as drought and floods, we’re ready to make a meaningful difference. To do so, we offer indispensable solutions with our extensive range of soil improvers, organic fertilizers, and biostimulants. Our dedicated team works tirelessly to assist growers in enhancing yields and bolstering plant and soil health. 
Drawing from over 75 years of experience across 75 countries, we deeply understand growers’ needs, equipping them with solutions tailored to each stage of plant growth. As a trusted partner, we are excited to work alongside growers, driving growth and achieving success together.
---
GrowSolutions: Apoyando a los agricultores de todo el mundo
En GrowSolutions, parte de la empresa familiar Den Ouden, estamos comprometidos con un entorno habitable para las generaciones futuras. Capacitamos a los agricultores de todo el mundo para fomentar suelos saludables y fértiles y optimizar los rendimientos, garantizando un amplio suministro de alimentos nutritivos y creando un entorno agrícola que pueda prosperar durante generaciones.
Frente a desafíos como la sequía y las inundaciones, estamos listos para marcar una diferencia significativa. Para ello, ofrecemos soluciones indispensables con nuestra amplia gama de mejoradores de suelo, fertilizantes orgánicos y bioestimulantes. Nuestro equipo dedicado trabaja incansablemente para ayudar a los agricultores a mejorar los rendimientos y reforzar la salud de las plantas y el suelo.
Con más de 75 años de experiencia en 75 países, entendemos profundamente las necesidades de los agricultoress y les brindamos soluciones adaptadas a cada etapa del crecimiento de las plantas. Como socio de confianza, nos entusiasma trabajar junto a los agricultores, impulsando el crecimiento y logrando el éxito juntos.",NLD,Noord Brabant,5481XX-Sc,5A14,P05,
DEPACK PACKAGING,,,simay.uluca@depack.com.tr,,TUR,,16270-Bursa,2A07,,
DERBY,https://www.rastoder.si,"Fresh Produce, Fresh fruits, Fresh vegetables",matjaz@rastoder.si,,SVN,,1000 Ljubljana,4E12,P04,
DERY FRUIT,,"Fresh Produce, Fresh fruits",info@deryfruit.com,,EGY,,32897-Sadat City,2A03A,N02S,
DESFRU,,"Auxiliary Industry, Services",info@desfru.com,"DESFRU (Despachos Fruteros, s.l.) es una empresa transitaria con más de 30 años de experiencia en el sector. Con sedes en las aduanas de La Jonquera y Vilamalla (Girona) , Silla (Valencia) e Irun (Gipuskoa) y con representaciones en todo el territorio nacional y sur de Francia, ofrecemos a nuestros clientes, asesoramiento y soluciones para los todos los trámites relacionados con la exportación/importación y el comercio exterior en general.",ESP,Gerona,Vilamalla,3A21,P03,
"DEYGEST, S.L.",https://www.deygest.net,"Ecorganic Market, Auxiliary Industry",jfroman@deygest.net,,ESP,Barcelona,Sant Pere de Ribes,8B07A,P08,
DHL,https://www.dhl.com,"Auxiliary Industry, Transport & logistics",diego.garciaabril@dhl.com,,ESP,Madrid,San Fernando de Henares,7B19,P07,
DI MANNO,,"Fresh Produce, Fresh fruits",saradimanno@itafruttadimanno.it,,ITA,,04022-Fondi,8E08B,N08I,
DI PISA SRL,,"Fresh Produce, Fresh fruits",amministrazione@dipisasrl.com,,ITA,,40127 Bologna,3B05A,P03,
DIFRUSA EXPORT S.A.,www.difrusaexport.es,"Fresh Produce, Fresh fruits",joseluis.bernal@difrusaexport.com,,ESP,Murcia,Cartagena,7D09A,P07,
DIFRUSOL,https://www.difrusol.com,"Fresh Produce, Fresh vegetables",juan@difrusol.com,"1.     Difrusol Sl se constituyó en 2013 como una comercializadora de frutas y verduras.
2.     Desde su nacimiento hasta 2016, en el que cambió la propiedad, la empresa tuvo un crecimiento sostenido llegando al objetivo marcado en su inicio de 3.000.000 de euros de facturación.
3.     Desde 2016 hasta 2019 la comercialización estuvo enfocada en los cítricos para mercados de países del Este.
4.     A partir de 2019 la estructura de Difrusol cambió, adquirimos nuestras oficinas y se dio un giro a los productos comercializados centrándonos en verduras de hoja, hierbas aromáticas y hortalizas de Almería.
5.     En este periodo pensamos que se profesionalizó mucho la empresa y se crearon estructuras sólidas con la consolidación del equipo comercial, la organización del departamento de administración y la creación del departamento de calidad y el de compras.
6.     A partir de ahí el crecimiento de Difrusol ha sido muy rápido pasando de facturar 4.000.000 en 2019 ha cerrar 2022 con 11.350.000 euros. La previsión para el cierre de 2023 la tenemos fijada en 15.000.000 de euros de facturación.
7.     En 2022 se abrió una delegación en Almería por lo que en la actualidad tenemos dos centros de trabajo.
8.     En lo que respecta al personal se ha pasado de tener un empleado a tener 12 empleados todos indefinidos más una estructura sólida de colaboradores.
9.     En la actualidad comercializamos productos bajo el paraguas de nuestras dos marcas, Difrusol y Mode Fresh prácticamente en todos los países de Europa. Y en algunos lugres exóticos como pueden ser el Caribe y zonas de África.",ESP,Murcia,Ceutí,7A07,P07,
